feature,weight,abs_weight,type,category
state_feat17_x_feat24_interaction,-0.1387717,0.1387717,state,interaction
state_feat5_step2_diff,-0.13867642,0.13867642,state,step_diff
state_feat9_step4_diff,-0.1386416,0.1386416,state,step_diff
action_feat2_max,-0.13853337,0.13853337,action,temporal
state_feat29_step2_diff,0.13845737,0.13845737,state,step_diff
state_feat26_step2_diff,0.13692525,0.13692525,state,step_diff
action_feat4_weighted_mean,-0.1361109,0.1361109,action,temporal
action_feat3_step4_diff,0.13518468,0.13518468,action,step_diff
state_feat30_step2_diff,-0.13462302,0.13462302,state,step_diff
state_feat13_mid_mean,-0.13459554,0.13459554,state,temporal
state_feat12_weighted_mean,0.13433988,0.13433988,state,temporal
action_feat4_max,-0.13410327,0.13410327,action,temporal
state_feat20_max,0.13375822,0.13375822,state,temporal
action_feat4_step1_diff,0.13287972,0.13287972,action,step_diff
state_feat31_step3_diff,0.13242549,0.13242549,state,step_diff
state_feat11_step4_diff,-0.13216178,0.13216178,state,step_diff
state_feat27_change,0.13024686,0.13024686,state,temporal
state_feat31_step1_diff,0.12944488,0.12944488,state,step_diff
state_feat8_short_mean,0.12933554,0.12933554,state,temporal
state_feat4_weighted_mean,-0.12927166,0.12927166,state,temporal
state_feat25_step3_diff,0.12802303,0.12802303,state,step_diff
state_feat8_step5_diff,-0.1275854,0.1275854,state,step_diff
state_feat15_x_feat23_interaction,-0.12668452,0.12668452,state,interaction
action_feat8_step3_diff,0.1263529,0.1263529,action,step_diff
state_feat13_volatility,-0.1257606,0.1257606,state,temporal
action_feat8_min,-0.12378329,0.12378329,action,temporal
state_feat24_step5_diff,-0.12271697,0.12271697,state,step_diff
state_feat4_step2_diff,0.12256314,0.12256314,state,step_diff
action_feat3_step3_diff,0.12237839,0.12237839,action,step_diff
state_feat15_step4_diff,0.12054951,0.12054951,state,step_diff
state_feat28_step1_diff,0.120527945,0.120527945,state,step_diff
action_feat8_step4_diff,-0.12042939,0.12042939,action,step_diff
state_feat0_weighted_mean,0.12011661,0.12011661,state,temporal
state_feat5_x_feat20_interaction,-0.11977463,0.11977463,state,interaction
action_feat7_x_feat4_interaction,0.118892774,0.118892774,action,interaction
state_feat3_step1_diff,0.11787953,0.11787953,state,step_diff
state_feat14_weighted_mean,-0.11776354,0.11776354,state,temporal
state_feat14_trend,0.1172559,0.1172559,state,temporal
state_feat12_step3_diff,0.1172017,0.1172017,state,step_diff
state_feat22_step3_diff,-0.11671159,0.11671159,state,step_diff
state_feat4_step3_diff,0.11636634,0.11636634,state,step_diff
action_feat1_x_feat8_interaction,-0.11496771,0.11496771,action,interaction
action_feat5_mean,-0.114857174,0.114857174,action,temporal
state_feat3_step2_diff,0.11472699,0.11472699,state,step_diff
state_feat31_last,0.11461658,0.11461658,state,temporal
state_feat23_min,-0.113547504,0.113547504,state,temporal
state_feat16_mean,-0.113367096,0.113367096,state,temporal
action_feat8_short_mean,-0.11261936,0.11261936,action,temporal
action_feat5_min,0.11145694,0.11145694,action,temporal
state_feat30_short_mean,-0.110779606,0.110779606,state,temporal
action_feat5_x_feat8_interaction,0.10840814,0.10840814,action,interaction
state_feat4_step1_diff,-0.10780503,0.10780503,state,step_diff
action_feat5_x_feat4_interaction,-0.10773511,0.10773511,action,interaction
state_feat17_mid_mean,0.10718932,0.10718932,state,temporal
state_feat3_last,0.10665085,0.10665085,state,temporal
state_feat12_step2_diff,0.10656476,0.10656476,state,step_diff
state_feat2_x_feat23_interaction,0.10581798,0.10581798,state,interaction
action_feat8_step1_diff,-0.104707986,0.104707986,action,step_diff
state_feat19_step2_diff,0.104661405,0.104661405,state,step_diff
action_feat1_step5_diff,-0.10465903,0.10465903,action,step_diff
state_feat20_x_feat23_interaction,-0.104584165,0.104584165,state,interaction
state_feat27_trend,-0.10428954,0.10428954,state,temporal
action_feat3_x_feat2_interaction,0.10173458,0.10173458,action,interaction
state_feat7_step4_diff,-0.10138548,0.10138548,state,step_diff
action_feat4_short_mean,-0.10136598,0.10136598,action,temporal
action_feat5_weighted_mean,-0.100387216,0.100387216,action,temporal
action_feat7_mid_mean,-0.10021306,0.10021306,action,temporal
state_feat4_step5_diff,-0.10009029,0.10009029,state,step_diff
action_feat5_change,-0.099537164,0.099537164,action,temporal
state_feat8_max,-0.09937865,0.09937865,state,temporal
state_feat17_last,0.09811084,0.09811084,state,temporal
action_feat2_min,-0.09784289,0.09784289,action,temporal
action_feat4_mean,-0.09771215,0.09771215,action,temporal
state_feat27_step3_diff,0.09731892,0.09731892,state,step_diff
state_feat0_step1_diff,0.096629634,0.096629634,state,step_diff
action_feat3_x_feat4_interaction,0.09662674,0.09662674,action,interaction
state_feat1_short_mean,-0.094763234,0.094763234,state,temporal
state_feat20_last,0.093557015,0.093557015,state,temporal
state_feat9_weighted_mean,-0.09343436,0.09343436,state,temporal
state_feat9_change,0.09328096,0.09328096,state,temporal
state_feat25_volatility,-0.09257649,0.09257649,state,temporal
state_feat5_x_feat8_interaction,-0.091960795,0.091960795,state,interaction
state_feat23_last,0.09133076,0.09133076,state,temporal
state_feat17_change,-0.09111793,0.09111793,state,temporal
state_feat16_step4_diff,0.09088289,0.09088289,state,step_diff
action_feat5_step3_diff,0.090127446,0.090127446,action,step_diff
action_feat5_x_feat6_interaction,-0.09005406,0.09005406,action,interaction
action_feat4_step2_diff,0.089832075,0.089832075,action,step_diff
action_feat3_step5_diff,-0.08906039,0.08906039,action,step_diff
state_feat26_volatility,0.089030735,0.089030735,state,temporal
state_feat28_trend,0.08704124,0.08704124,state,temporal
state_feat20_step2_diff,0.086768486,0.086768486,state,step_diff
state_feat9_max,0.08618732,0.08618732,state,temporal
state_feat21_short_mean,-0.08587091,0.08587091,state,temporal
action_feat8_change,0.08583611,0.08583611,action,temporal
state_feat19_volatility,-0.08506977,0.08506977,state,temporal
state_feat14_step2_diff,-0.0848496,0.0848496,state,step_diff
state_feat7_weighted_mean,-0.08333815,0.08333815,state,temporal
action_feat3_x_feat6_interaction,-0.08295186,0.08295186,action,interaction
state_feat1_last,0.08227265,0.08227265,state,temporal
state_feat27_max,-0.08186561,0.08186561,state,temporal
action_feat5_x_feat1_interaction,-0.0816369,0.0816369,action,interaction
state_feat31_step4_diff,-0.08144545,0.08144545,state,step_diff
state_feat4_mid_mean,-0.08121943,0.08121943,state,temporal
state_feat9_last,0.08091759,0.08091759,state,temporal
state_feat14_step5_diff,-0.08027179,0.08027179,state,step_diff
state_feat6_step3_diff,-0.08014454,0.08014454,state,step_diff
state_feat29_mid_mean,0.07947879,0.07947879,state,temporal
state_feat26_step4_diff,-0.07859105,0.07859105,state,step_diff
state_feat12_trend,-0.0782419,0.0782419,state,temporal
state_feat0_mean,0.07790373,0.07790373,state,temporal
state_feat24_last,-0.07782447,0.07782447,state,temporal
action_feat5_volatility,-0.077291794,0.077291794,action,temporal
state_feat29_weighted_mean,0.077061035,0.077061035,state,temporal
state_feat22_mid_mean,0.07696653,0.07696653,state,temporal
action_feat4_x_feat2_interaction,-0.07665392,0.07665392,action,interaction
action_feat6_weighted_mean,-0.07663405,0.07663405,action,temporal
state_feat23_mean,0.075732544,0.075732544,state,temporal
state_feat20_x_feat15_interaction,-0.075617194,0.075617194,state,interaction
action_feat7_min,0.07560368,0.07560368,action,temporal
state_feat1_step3_diff,0.07549754,0.07549754,state,step_diff
action_feat2_step2_diff,0.07510283,0.07510283,action,step_diff
state_feat29_step3_diff,-0.07448552,0.07448552,state,step_diff
state_feat19_mid_mean,0.07424395,0.07424395,state,temporal
state_feat7_change,-0.07391336,0.07391336,state,temporal
state_feat31_weighted_mean,-0.07388042,0.07388042,state,temporal
action_feat7_step5_diff,0.07363357,0.07363357,action,step_diff
state_feat14_step3_diff,-0.0735382,0.0735382,state,step_diff
state_feat23_short_mean,0.073204465,0.073204465,state,temporal
state_feat18_step5_diff,-0.072696045,0.072696045,state,step_diff
action_feat8_mid_mean,-0.07266414,0.07266414,action,temporal
state_feat4_trend,0.07265863,0.07265863,state,temporal
state_feat11_step1_diff,0.07118763,0.07118763,state,step_diff
state_feat29_step5_diff,-0.07103126,0.07103126,state,step_diff
state_feat22_step2_diff,-0.07102624,0.07102624,state,step_diff
state_feat27_short_mean,0.07089738,0.07089738,state,temporal
state_feat4_step4_diff,-0.07052951,0.07052951,state,step_diff
state_feat23_step3_diff,0.07051959,0.07051959,state,step_diff
action_feat7_weighted_mean,-0.07039075,0.07039075,action,temporal
state_feat0_step5_diff,-0.07028281,0.07028281,state,step_diff
state_feat29_volatility,0.06983775,0.06983775,state,temporal
action_feat3_weighted_mean,-0.0694963,0.0694963,action,temporal
state_feat3_step4_diff,0.06901918,0.06901918,state,step_diff
state_feat17_x_feat23_interaction,0.06897657,0.06897657,state,interaction
state_feat17_trend,-0.06896305,0.06896305,state,temporal
state_feat24_volatility,-0.06891356,0.06891356,state,temporal
state_feat8_trend,-0.068414584,0.068414584,state,temporal
action_feat6_mean,-0.06809007,0.06809007,action,temporal
action_feat8_volatility,-0.06803371,0.06803371,action,temporal
state_feat26_change,-0.06760961,0.06760961,state,temporal
state_feat4_max,-0.06744361,0.06744361,state,temporal
state_feat9_mean,-0.0673745,0.0673745,state,temporal
state_feat11_change,0.06731589,0.06731589,state,temporal
state_feat20_step3_diff,-0.06717144,0.06717144,state,step_diff
state_feat5_x_feat1_interaction,-0.067019254,0.067019254,state,interaction
state_feat18_max,-0.06699623,0.06699623,state,temporal
state_feat16_step3_diff,-0.06671071,0.06671071,state,step_diff
state_feat13_min,-0.06667998,0.06667998,state,temporal
state_feat11_step2_diff,0.06627133,0.06627133,state,step_diff
state_feat3_volatility,0.0660116,0.0660116,state,temporal
state_feat10_volatility,-0.06598821,0.06598821,state,temporal
state_feat24_mean,0.06591091,0.06591091,state,temporal
state_feat6_volatility,0.06577433,0.06577433,state,temporal
state_feat5_x_feat15_interaction,-0.065605015,0.065605015,state,interaction
state_feat20_volatility,-0.064985074,0.064985074,state,temporal
state_feat17_x_feat20_interaction,0.064452164,0.064452164,state,interaction
state_feat2_last,-0.06412898,0.06412898,state,temporal
state_feat15_step5_diff,0.063553244,0.063553244,state,step_diff
state_feat5_step5_diff,-0.063475385,0.063475385,state,step_diff
state_feat22_mean,0.06331282,0.06331282,state,temporal
action_feat1_volatility,0.063207835,0.063207835,action,temporal
state_feat10_step4_diff,0.06308172,0.06308172,state,step_diff
action_feat7_change,0.062567905,0.062567905,action,temporal
state_feat6_step5_diff,-0.06255066,0.06255066,state,step_diff
state_feat29_max,0.061906837,0.061906837,state,temporal
state_feat13_trend,0.061569624,0.061569624,state,temporal
state_feat15_max,0.061177988,0.061177988,state,temporal
state_feat30_mean,-0.060981687,0.060981687,state,temporal
action_feat6_mid_mean,0.060522184,0.060522184,action,temporal
action_feat5_step5_diff,0.060381964,0.060381964,action,step_diff
action_feat5_step1_diff,0.058574934,0.058574934,action,step_diff
state_feat30_volatility,0.058111116,0.058111116,state,temporal
state_feat8_volatility,-0.05625145,0.05625145,state,temporal
action_feat6_min,0.054947697,0.054947697,action,temporal
state_feat17_step5_diff,-0.05434431,0.05434431,state,step_diff
state_feat6_max,-0.05403034,0.05403034,state,temporal
state_feat20_x_feat8_interaction,0.052869625,0.052869625,state,interaction
action_feat6_step3_diff,-0.052449584,0.052449584,action,step_diff
state_feat2_volatility,-0.051299516,0.051299516,state,temporal
state_feat3_step5_diff,-0.050307944,0.050307944,state,step_diff
state_feat31_mean,-0.05024863,0.05024863,state,temporal
action_feat1_step3_diff,-0.049475122,0.049475122,action,step_diff
state_feat19_last,-0.048995458,0.048995458,state,temporal
state_feat27_mid_mean,0.048978776,0.048978776,state,temporal
state_feat2_max,0.048861478,0.048861478,state,temporal
state_feat17_x_feat1_interaction,0.04873894,0.04873894,state,interaction
state_feat30_mid_mean,0.048428107,0.048428107,state,temporal
state_feat10_min,-0.048095085,0.048095085,state,temporal
state_feat23_max,0.04805279,0.04805279,state,temporal
state_feat25_change,-0.04802146,0.04802146,state,temporal
state_feat28_step4_diff,0.046782628,0.046782628,state,step_diff
state_feat17_x_feat5_interaction,0.04668539,0.04668539,state,interaction
state_feat13_step3_diff,0.04602456,0.04602456,state,step_diff
state_feat18_change,0.04531639,0.04531639,state,temporal
action_feat7_step4_diff,-0.045002468,0.045002468,action,step_diff
state_feat1_volatility,0.044853427,0.044853427,state,temporal
action_feat1_step1_diff,-0.044490226,0.044490226,action,step_diff
action_feat2_step3_diff,-0.043347135,0.043347135,action,step_diff
state_feat18_step1_diff,-0.04323613,0.04323613,state,step_diff
action_feat7_x_feat8_interaction,-0.04261643,0.04261643,action,interaction
action_feat6_step5_diff,-0.041776665,0.041776665,action,step_diff
state_feat6_mean,-0.041400906,0.041400906,state,temporal
action_feat7_mean,-0.04105071,0.04105071,action,temporal
state_feat28_step3_diff,-0.040895186,0.040895186,state,step_diff
state_feat0_step2_diff,0.040594187,0.040594187,state,step_diff
state_feat8_step4_diff,-0.040041223,0.040041223,state,step_diff
state_feat22_volatility,-0.039677415,0.039677415,state,temporal
state_feat7_step3_diff,-0.039545495,0.039545495,state,step_diff
state_feat31_min,0.03946464,0.03946464,state,temporal
action_feat3_change,0.039405815,0.039405815,action,temporal
action_feat8_step2_diff,0.03927014,0.03927014,action,step_diff
state_feat8_step3_diff,0.039215,0.039215,state,step_diff
state_feat23_x_feat13_interaction,0.039121088,0.039121088,state,interaction
action_feat6_x_feat2_interaction,0.03882922,0.03882922,action,interaction
state_feat28_min,-0.038583197,0.038583197,state,temporal
state_feat16_step5_diff,-0.038201846,0.038201846,state,step_diff
state_feat24_step1_diff,-0.038138673,0.038138673,state,step_diff
action_feat4_step3_diff,0.037283503,0.037283503,action,step_diff
state_feat20_weighted_mean,-0.03707515,0.03707515,state,temporal
state_feat23_change,-0.03642516,0.03642516,state,temporal
state_feat22_weighted_mean,0.035138506,0.035138506,state,temporal
state_feat26_short_mean,-0.034569677,0.034569677,state,temporal
state_feat19_max,-0.034389537,0.034389537,state,temporal
state_feat7_step1_diff,-0.03418286,0.03418286,state,step_diff
action_feat6_step1_diff,0.034142956,0.034142956,action,step_diff
action_feat6_step4_diff,-0.033882387,0.033882387,action,step_diff
state_feat4_min,0.03376333,0.03376333,state,temporal
state_feat10_weighted_mean,-0.033678856,0.033678856,state,temporal
state_feat13_step4_diff,0.032748178,0.032748178,state,step_diff
action_feat2_step1_diff,-0.032553874,0.032553874,action,step_diff
action_feat8_step5_diff,0.03213946,0.03213946,action,step_diff
state_feat19_mean,-0.03186567,0.03186567,state,temporal
state_feat2_step1_diff,-0.031168219,0.031168219,state,step_diff
state_feat15_x_feat13_interaction,0.030261077,0.030261077,state,interaction
state_feat31_max,-0.030066296,0.030066296,state,temporal
state_feat28_mid_mean,0.029824762,0.029824762,state,temporal
state_feat9_step2_diff,0.029725043,0.029725043,state,step_diff
state_feat29_mean,0.029544352,0.029544352,state,temporal
action_feat2_last,-0.029351195,0.029351195,action,temporal
state_feat23_weighted_mean,0.028243728,0.028243728,state,temporal
state_feat10_step5_diff,-0.027953122,0.027953122,state,step_diff
action_feat3_short_mean,0.027381593,0.027381593,action,temporal
action_feat8_weighted_mean,-0.026366364,0.026366364,action,temporal
action_feat1_mean,-0.026071029,0.026071029,action,temporal
action_feat1_weighted_mean,-0.025377465,0.025377465,action,temporal
state_feat20_x_feat13_interaction,-0.025112743,0.025112743,state,interaction
state_feat7_step5_diff,-0.02467593,0.02467593,state,step_diff
state_feat5_step4_diff,0.024562232,0.024562232,state,step_diff
state_feat19_trend,-0.024390617,0.024390617,state,temporal
state_feat15_step3_diff,0.023824112,0.023824112,state,step_diff
state_feat20_step4_diff,0.023766134,0.023766134,state,step_diff
state_feat1_change,-0.022582926,0.022582926,state,temporal
state_feat25_step2_diff,-0.022507887,0.022507887,state,step_diff
state_feat19_step4_diff,0.022409782,0.022409782,state,step_diff
state_feat17_x_feat8_interaction,-0.022055296,0.022055296,state,interaction
state_feat24_step4_diff,0.021722145,0.021722145,state,step_diff
state_feat17_x_feat13_interaction,-0.021672795,0.021672795,state,interaction
state_feat10_step1_diff,0.020541253,0.020541253,state,step_diff
state_feat14_mid_mean,-0.020309618,0.020309618,state,temporal
state_feat8_step1_diff,0.020245988,0.020245988,state,step_diff
state_feat21_step5_diff,-0.020179454,0.020179454,state,step_diff
state_feat14_step1_diff,0.020001711,0.020001711,state,step_diff
action_feat4_x_feat1_interaction,-0.01887966,0.01887966,action,interaction
action_feat3_mean,-0.018445985,0.018445985,action,temporal
state_feat6_change,-0.018181827,0.018181827,state,temporal
action_feat3_step2_diff,0.018110497,0.018110497,action,step_diff
state_feat12_step4_diff,-0.01740777,0.01740777,state,step_diff
state_feat22_step4_diff,0.016436325,0.016436325,state,step_diff
state_feat24_weighted_mean,-0.016352253,0.016352253,state,temporal
state_feat3_short_mean,-0.016317127,0.016317127,state,temporal
state_feat27_step4_diff,-0.01628416,0.01628416,state,step_diff
state_feat20_short_mean,0.015671615,0.015671615,state,temporal
state_feat31_change,-0.015574684,0.015574684,state,temporal
action_feat8_mean,0.015522685,0.015522685,action,temporal
state_feat4_change,-0.015263446,0.015263446,state,temporal
state_feat20_step1_diff,-0.015064751,0.015064751,state,step_diff
state_feat26_step5_diff,0.015042827,0.015042827,state,step_diff
state_feat7_mid_mean,-0.0147277545,0.0147277545,state,temporal
state_feat10_mean,0.014636081,0.014636081,state,temporal
state_feat17_x_feat15_interaction,0.0142229395,0.0142229395,state,interaction
state_feat8_mid_mean,-0.013831781,0.013831781,state,temporal
state_feat10_step2_diff,-0.013341345,0.013341345,state,step_diff
state_feat0_short_mean,-0.013108554,0.013108554,state,temporal
state_feat13_step1_diff,-0.013060075,0.013060075,state,step_diff
state_feat8_weighted_mean,0.0130336145,0.0130336145,state,temporal
state_feat2_step3_diff,0.011577291,0.011577291,state,step_diff
state_feat19_weighted_mean,-0.011504293,0.011504293,state,temporal
state_feat2_x_feat1_interaction,-0.011477843,0.011477843,state,interaction
state_feat9_step3_diff,0.010882802,0.010882802,state,step_diff
action_feat3_volatility,-0.008822743,0.008822743,action,temporal
state_feat6_weighted_mean,0.008776064,0.008776064,state,temporal
action_feat7_x_feat2_interaction,0.008383233,0.008383233,action,interaction
state_feat27_min,0.007881061,0.007881061,state,temporal
state_feat22_short_mean,0.007450836,0.007450836,state,temporal
state_feat13_x_feat1_interaction,-0.006449965,0.006449965,state,interaction
state_feat15_mid_mean,-0.0062148394,0.0062148394,state,temporal
state_feat27_weighted_mean,-0.005398322,0.005398322,state,temporal
state_feat30_change,-0.0045748036,0.0045748036,state,temporal
state_feat24_step3_diff,-0.0044240486,0.0044240486,state,step_diff
state_feat30_weighted_mean,-0.0041327425,0.0041327425,state,temporal
state_feat18_mid_mean,-0.0037294968,0.0037294968,state,temporal
state_feat5_x_feat2_interaction,-0.0035385243,0.0035385243,state,interaction
state_feat6_mid_mean,0.0025619383,0.0025619383,state,temporal
state_feat20_mean,-0.0021660242,0.0021660242,state,temporal
state_feat12_max,0.0020829355,0.0020829355,state,temporal
state_feat18_step3_diff,-0.0016881601,0.0016881601,state,step_diff
action_feat4_x_feat8_interaction,0.0014253703,0.0014253703,action,interaction
state_feat8_mean,0.0011198898,0.0011198898,state,temporal
state_feat27_mean,-0.0009405974,0.0009405974,state,temporal
state_feat12_mid_mean,-0.0006338733,0.0006338733,state,temporal
action_feat0_last,0.0,0.0,action,temporal
action_feat0_max,0.0,0.0,action,temporal
action_feat0_mid_mean,0.0,0.0,action,temporal
action_feat0_step5_diff,0.0,0.0,action,step_diff
action_feat0_trend,0.0,0.0,action,temporal
action_feat0_change,0.0,0.0,action,temporal
action_feat0_step4_diff,0.0,0.0,action,step_diff
action_feat0_min,0.0,0.0,action,temporal
action_feat0_step3_diff,0.0,0.0,action,step_diff
action_feat0_x_feat3_interaction,0.0,0.0,action,interaction
action_feat0_x_feat5_interaction,0.0,0.0,action,interaction
action_feat0_x_feat4_interaction,0.0,0.0,action,interaction
action_feat0_step1_diff,0.0,0.0,action,step_diff
action_feat0_volatility,0.0,0.0,action,temporal
action_feat0_short_mean,0.0,0.0,action,temporal
action_feat0_weighted_mean,0.0,0.0,action,temporal
action_feat0_mean,0.0,0.0,action,temporal
action_feat0_x_feat7_interaction,0.0,0.0,action,interaction
action_feat0_x_feat2_interaction,0.0,0.0,action,interaction
action_feat0_x_feat8_interaction,0.0,0.0,action,interaction
action_feat0_x_feat1_interaction,0.0,0.0,action,interaction
action_feat0_x_feat6_interaction,0.0,0.0,action,interaction
action_feat0_step2_diff,0.0,0.0,action,step_diff
